"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Day"	"Initial Wave Arrival Hour"	"Initial Wave Arrival Minute"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hour"	"Max Wave Arrival Minute"	"Maximum Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MITSUISHIGAWA"	42.24527778	142.5675	121.01									2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OGIFUSHI"	42.19222222	142.6827778	109.964									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28944444	143.32	71.851									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28861111	143.3183333	71.878									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.67055556	143.6330556	97.743									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6413889	98.667									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.67833333	143.6338889	98.567									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.6775	143.6347222	98.462									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.67722222	143.6430556	98.275									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MABIRO"	42.98888889	144.9066667	154.062									3.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MABIRO"	42.98944444	144.8980556	153.738									4.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MABIRO"	42.98805556	144.9063889	153.972									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MABIRO"	42.98888889	144.9047222	153.977									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHINKAWA"	43.08	145.1052778	171.503									0.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"UTABETSU"	41.99277778	143.1613889	65.179									0.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMO-GYOKO"	41.93583333	143.2441667	56.878									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	41.94638889	143.24	57.496									2.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HANASAKI PORT"	43.283	145.567	212.392									1.3		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"POINT REYES, CA"	37.997	-122.975	7552.756	26								0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"HI"	"HONOKOHAU, HAWAII, HI"	19.671	-156.028	6114.433	26	3	42	7	52				0.04		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"PORT SAN LUIS, CA"	35.17666	-120.755	7900.596	26								0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MITSUISHI"	42.25	142.567	121.253									0.53		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHIZUNAI"	42.333	142.367	140.052									0.53		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOMAKOMAIHIGASHIKO"	42.6	141.817	193.583	25	20	45						1.09		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"CANADA"	"BC"	"VICTORIA, BRITISH COLUMBIA"	48.425	-123.372	6870.607									0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"CANADA"	"BC"	"PORT HARDY, BRITISH COLUMBIA"	50.722	-127.488	6484.536									0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28944444	143.32	71.851									2.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28861111	143.3183333	71.878									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TSUKUSHIKOI"	43.015	144.8463889	153.974									2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOFUTSU"	43.07472222	145.1505556	173.194									1.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"MIYAKO-GYOKO"	39.63972222	141.9677778	291.998									0.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"CYOSETSUNUMA"	42.66027778	143.6197222	96.9									3.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIDAKAHOROBETSU"	42.185	142.7208333	106.75									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMO-KO"	42.01861111	143.1430556	67.524									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMOTOYO"	41.95305556	143.2105556	60.045									1.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	41.9475	143.24	57.527									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	41.95944444	143.2425	57.677									3.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	41.96833333	143.2438889	57.845									3.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHOYA-GYOKO"	42.04305556	143.2958333	56.891									2.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OSHIRABETSU"	42.22444444	143.3197222	66.772									2.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HAMATAIKI"	42.47638889	143.4313889	83.44									3.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.67472222	143.6419444	98.025									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6413889	98.667									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHIRANUKA-GYOKO"	42.95333333	144.0866667	127.281									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"AKKESHI-KO"	43.05	144.8502778	157.498									1.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HANASAKI"	43.28555556	145.5847222	213.543									1.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68333333	143.6463889	98.876									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									3.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.6775	143.6347222	98.462									1.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"PASYUKURUNUMA"	42.9325	144.0011111	124.359									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SAROGAWA"	42.95527778	144.0619444	127.279									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIGASHISHIZUNAI"	42.3	142.4511111	132.23									1.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"URAKAWA-KO"	42.16472222	142.7722222	101.968									1.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HOROMAN"	42.08388889	143.04	78.075									1.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMO-GYOKO"	41.93333333	143.2436111	56.859									3.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMO PORT"	41.934	143.239	57.248									2.8		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"NORTH SPIT, HUMBOLDT BAY, CA"	40.767	-124.217	7286.276	26								0.04		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA TERRITORY"	"HI"	"MIDWAY ISLANDS"	28.215	-177.361	3803.249	26	0	50	5	0				0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"HI"	"KALAUPAPA, MOLOKAI, HI"	21.192	-156.986	5932.739	26	3	15	7	25				0.05		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"CRESCENT CITY, CA"	41.7456	-124.184	7226.527	26	5	30	9	40				0.18		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28944444	143.32	71.851									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"CHIYONOURA"	42.96666667	144.3930556	133.968									1.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MABIRO"	42.98888889	144.9011111	153.819									4.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHINKAWA"	43.08	145.1052778	171.503									0.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"BANSEIONSEN"	42.53361111	143.4863889	87.157									3.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	42.01777778	143.2766667	57.165									3.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28861111	143.3183333	71.878									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28888889	143.3213889	71.728									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.67777778	143.6383333	98.423									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HAMAATSUNAI"	42.79138889	143.8013889	108.826									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OTOBETSUHIGASHI"	42.92111111	143.9969444	123.076									1.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SAKAKI-CYOU"	43.12416667	145.1163889	176.039									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"FURONO-GYOKO"	41.34916667	141.4397222	212.387									1.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRO-KO"	43.00027778	144.33	136.125									1.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"IRIFUNE"	42.32527778	142.3705556	139.44									0.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"FUEMAI-GYOKO"	42.04611111	143.1016667	71.79									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	41.99638889	143.2597222	57.594									3.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"FUKUSHIMA"	"ONAHAMA"	36.933	140.9	600.766	25	21	15						0.1		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"NEMUROKO"	43.35	145.583	218.935	25	20	54						0.45		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"MIYAKO"	39.65	141.983	290.325	25	20	34	0	44				0.3		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	5852.051	26	3	28	7	38				0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"MONTEREY, CA"	36.605	-121.888	7722.619	26	5	40	9	50				0.05		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"AK"	"ADAK, SWEEPER COVE, AK"	51.863	-176.632	3164.277	26	0	10	4	20				0.04		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"AK"	"UNALASKA, DUTCH HARBOR, AK"	53.883	-166.533	3852.425	26	1	33	5	43				0.04		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"OTSU FISHING PORT"	39.35	141.917	321.533									2.9		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HOROKAYANTO"	42.52	143.48	85.993									3.4		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"AOMORI"	"MUTSUSHI SEKINEHAMA"	41.367	141.233	228.674	25	20	39						0.48		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"CANADA"	"BC"	"BAMFIELD, BRITISH COLUMBIA"	48.837	-125.137	6735.815									0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"CANADA"	"BC"	"WINTER HARBOR, BRITISH COLUMBIA"	50.513	-128.028	6462.136									0.05		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OSHIRABETSU"	42.22472222	143.3186111	66.86									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.29055556	143.3180556	72.051									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28944444	143.32	71.851									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28861111	143.3183333	71.878									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28888889	143.3213889	71.728									3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"CHIPPOMANAI"	42.93361111	144.745	142.017									1.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"BIWASE"	43.05916667	145.0877778	168.791									1.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SAKAKI-CYOU"	43.1225	145.1152778	175.836									1.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"AOMORI"	"SHICHIKARI-GYOKO"	41.35972222	141.4438889	211.751									2.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"AOMORI"	"TOMARIMINANI"	41.05055556	141.3888889	227.17									1.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"YUDONUMA"	42.58027778	143.5305556	90.598									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.67833333	143.6338889	98.567									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"IRIFUNE"	42.32527778	142.3705556	139.44									1.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"UTABETSUHIGASHI"	41.99361111	143.1616667	65.185									1.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	41.99583333	143.2544444	57.983									3.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHOYA"	42.04694444	143.3125	55.853									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28944444	143.3213889	71.773									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28861111	143.3183333	71.878									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ASAHIHAMA"	42.43666667	143.4030556	80.779									3.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HAMATAIKI"	42.475	143.4322222	83.271									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ATSUNAI-GYOKO"	42.80694444	143.8197222	110.436									2.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ATSUNAI-GYOKO"	42.80833333	143.8225	110.574									2.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SAROGAWA"	42.95083333	144.0619444	126.788									1.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRO-KO"	43.00027778	144.33	136.125									1.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRO-KO"	42.98166667	144.3780556	135.202									1.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HICHIRIPPU"	43.03027778	145.0275	163.343									1.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OCHIISHI"	43.17777778	145.5080556	200.425									1.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.67638889	143.6369444	98.299									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.67805556	143.6436111	98.355									2.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ATSUNAI-GYOKO"	42.80694444	143.8197222	110.436									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KINASHIBETSU"	42.85333333	143.8841667	115.357									2.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KOITOI"	42.99472222	144.1958333	133.141									2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRO-KO"	42.98166667	144.3780556	135.202									1.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	41.95944444	143.2425	57.677									3.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"AOMORI"	"HACHINOHE"	40.533	141.533	245.047	25	20	44	0	54				0.5		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"KAMAISHI"	39.267	141.883	330.949	25	20	40						0.25		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"SAN FRANCISCO, CA"	37.807	-122.465	7601.335	26	6	15	10	25				0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOKACHIKO"	42.3	143.317	72.88	25	21	6	1	16				2.54		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28944444	143.32	71.851									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28944444	143.32	71.851									3.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28861111	143.3183333	71.878									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28861111	143.3183333	71.878									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KONBUMORI"	42.95083333	144.5302778	136.116									1.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOKOTAN"	42.99555556	144.8686111	153.049									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"AKAMAE"	39.58944444	141.9611111	296.978									0.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6413889	98.667									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMO-GYOKO"	41.93527778	143.2441667	56.864									2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHOYA-GYOKO"	42.04416667	143.2977778	56.801									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO-GAWA"	42.28	143.3177778	71.215									3.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28861111	143.3183333	71.878									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28944444	143.3213889	71.773									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HOROKAYANTOU"	42.52472222	143.4777778	86.546									4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"BANSEIONSEN"	42.53583333	143.4888889	87.3									3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.1347222	115.487									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ATSUNAI-GYOKO"	42.80694444	143.8197222	110.436									1.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KONBUMORI"	42.96472222	144.5308333	137.563									1.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOKOTAN"	42.99305556	144.8716667	152.942									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"TAROO-GYOKO"	39.72916667	141.9736111	283.491									0.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"HIROTAWAN"	39.99277778	141.6230556	279.406									1		5														
